date,region.ce.braslovče,region.ce.celje,region.ce.dobje,region.ce.dobrna,region.ce.kozje,region.ce.laško,region.ce.ljubno,region.ce.mozirje,region.ce.nazarje,region.ce.podčetrtek,region.ce.polzela,region.ce.prebold,region.ce.rečica_ob_savinji,region.ce.rogatec,region.ce.rogaška_slatina,region.ce.slovenske_konjice,region.ce.tabor,region.ce.velenje,region.ce.vitanje,region.ce.vojnik,region.ce.vransko,region.ce.zreče,region.ce.šentjur,region.ce.šmarje_pri_jelšah,region.ce.šmartno_ob_paki,region.ce.šoštanj,region.ce.štore,region.ce.žalec,region.kk.bistrica_ob_sotli,region.kk.brežice,region.kk.kostanjevica_na_krki,region.kk.krško,region.kk.radeče,region.kk.sevnica,region.kp.ankaran,region.kp.divača,region.kp.hrpelje-kozina,region.kp.izola,region.kp.komen,region.kp.koper,region.kp.piran,region.kp.sežana,region.kr.bled,region.kr.bohinj,region.kr.cerklje_na_gorenjskem,region.kr.gorenja_vas-poljane,region.kr.gorje,region.kr.jesenice,region.kr.kranj,region.kr.kranjska_gora,region.kr.naklo,region.kr.preddvor,region.kr.radovljica,region.kr.tržič,region.kr.šenčur,region.kr.škofja_loka,region.kr.železniki,region.kr.žiri,region.kr.žirovnica,region.lj.borovnica,region.lj.brezovica,region.lj.dobrepolje,region.lj.dobrova-polhov_gradec,region.lj.dol_pri_ljubljani,region.lj.domžale,region.lj.grosuplje,region.lj.horjul,region.lj.ig,region.lj.ivančna_gorica,region.lj.kamnik,region.lj.komenda,region.lj.ljubljana,region.lj.log-dragomer,region.lj.logatec,region.lj.lukovica,region.lj.medvode,region.lj.mengeš,region.lj.moravče,region.lj.trzin,region.lj.velike_lašče,region.lj.vodice,region.lj.vrhnika,region.lj.škofljica,region.lj.šmartno_pri_litiji,region.mb.benedikt,region.mb.cerkvenjak,region.mb.cirkulane,region.mb.destrnik,region.mb.dornava,region.mb.duplek,region.mb.gorišnica,region.mb.hajdina,region.mb.hoče-slivnica,region.mb.kidričevo,region.mb.kungota,region.mb.lenart,region.mb.lovrenc_na_pohorju,region.mb.majšperk,region.mb.makole,region.mb.maribor,region.mb.markovci,region.mb.miklavž_na_dravskem_polju,region.mb.oplotnica,region.mb.ormož,region.mb.pesnica,region.mb.podlehnik,region.mb.poljčane,region.mb.ptuj,region.mb.rače-fram,region.mb.ruše,region.mb.selnica_ob_dravi,region.mb.slovenska_bistrica,region.mb.središče_ob_dravi,region.mb.starše,region.mb.sveta_ana,region.mb.sveta_trojica_v_slovenskih_goricah,region.mb.sveti_andraž_v_slovenskih_goricah,region.mb.sveti_tomaž,region.mb.trnovska_vas,region.mb.videm,region.mb.zavrč,region.mb.šentilj,region.mb.žetale,region.ms.apače,region.ms.beltinci,region.ms.cankova,region.ms.dobrovnik,region.ms.gornja_radgona,region.ms.gornji_petrovci,region.ms.grad,region.ms.kobilje,region.ms.križevci,region.ms.kuzma,region.ms.lendava,region.ms.ljutomer,region.ms.moravske_toplice,region.ms.murska_sobota,region.ms.odranci,region.ms.puconci,region.ms.radenci,region.ms.razkrižje,region.ms.rogašovci,region.ms.sveti_jurij_ob_ščavnici,region.ms.tišina,region.ms.turnišče,region.ms.velika_polana,region.ms.veržej,region.ms.črenšovci,region.ms.šalovci,region.ng.ajdovščina,region.ng.bovec,region.ng.brda,region.ng.cerkno,region.ng.idrija,region.ng.kanal,region.ng.kobarid,region.ng.miren-kostanjevica,region.ng.nova_gorica,region.ng.renče-vogrsko,region.ng.tolmin,region.ng.vipava,region.ng.šempeter-vrtojba,region.nm.dolenjske_toplice,region.nm.kostel,region.nm.kočevje,region.nm.metlika,region.nm.mirna,region.nm.mirna_peč,region.nm.mokronog-trebelno,region.nm.novo_mesto,region.nm.ribnica,region.nm.semič,region.nm.sodražica,region.nm.straža,region.nm.trebnje,region.nm.črnomelj,region.nm.šentjernej,region.nm.šentrupert,region.nm.škocjan,region.nm.šmarješke_toplice,region.nm.žužemberk,region.po.bloke,region.po.cerknica,region.po.ilirska_bistrica,region.po.loška_dolina,region.po.pivka,region.po.postojna,region.sg.dravograd,region.sg.mežica,region.sg.mislinja,region.sg.muta,region.sg.podvelka,region.sg.prevalje,region.sg.radlje_ob_dravi,region.sg.ravne_na_koroškem,region.sg.ribnica_na_pohorju,region.sg.slovenj_gradec,region.sg.vuzenica,region.sg.črna_na_koroškem,region.t.tujina,region.za.hrastnik,region.za.litija,region.za.trbovlje,region.za.zagorje_ob_savi
2020-07-10,,21,1,2,1,5,5,6,1,3,,4,,8,44,2,2,17,1,1,,4,16,174,,1,4,7,4,3,,6,2,6,,,1,4,,33,12,7,2,,2,,3,19,27,3,3,3,10,6,5,17,1,,9,,11,1,8,1,27,4,28,8,5,22,4,319,2,4,4,11,11,6,1,9,7,5,8,2,1,1,,1,,2,,2,3,1,2,9,5,1,,53,1,5,7,6,2,,,5,2,9,1,24,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,13,137,1,9,1,5,,1,,1,2,2,,7,7,1,8,1,,2,6,1,1,,14,1,5,15,2,4,,8,76,1,,1,13,9,8,,,18,10,2,8,,4,2,,17,8,2,18,18,22,1,1,,3,5,1,21,2,23,1,4,21,15,18,6,8
2020-07-11,,21,1,2,1,5,5,6,1,3,,4,,8,44,2,2,17,1,1,,4,16,174,,1,4,7,4,3,,6,2,6,,,1,4,,33,12,7,2,,3,,3,19,30,3,3,3,10,6,5,17,1,,9,,11,1,8,1,27,4,28,8,5,22,4,320,2,4,4,11,11,6,1,9,7,5,8,2,1,1,,1,,2,,2,3,1,2,9,5,1,,53,1,5,7,6,2,,,5,2,9,1,24,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,13,137,1,12,1,6,1,1,,1,2,2,1,7,7,1,9,1,,2,6,1,1,,14,1,5,16,2,4,,8,76,1,,1,13,9,8,,,18,10,3,8,,4,2,,17,8,2,18,18,22,1,1,,3,5,1,21,2,23,1,4,21,15,18,6,8
2020-07-12,,21,1,2,1,5,5,6,1,3,,4,,8,44,2,2,17,1,1,,4,18,174,,1,4,7,4,3,,6,2,6,,,1,4,,33,12,7,2,,3,,3,19,30,3,3,3,10,6,5,17,1,,9,,11,1,8,1,27,4,28,8,5,22,4,322,2,4,4,11,11,6,1,9,7,5,8,2,1,1,,1,,2,,2,3,1,2,9,5,1,,54,1,5,7,6,2,,,5,2,9,1,24,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,13,137,1,14,1,6,1,1,,1,2,2,1,7,7,1,9,1,,2,6,1,1,,14,1,5,16,2,4,,8,76,1,,1,13,9,8,,,18,10,3,8,,4,2,,17,8,2,18,18,22,1,1,,3,5,1,21,2,23,1,4,21,16,18,6,8
2020-07-13,,21,1,2,1,5,5,6,1,3,,4,,8,44,2,2,17,1,1,,4,18,174,,1,4,8,4,3,,6,2,6,,,1,4,,33,12,7,2,,3,,3,19,31,3,3,3,10,6,5,17,1,,9,,11,1,8,1,27,4,28,8,5,22,4,323,2,4,4,11,11,6,1,9,7,5,8,2,1,1,,1,,2,,2,3,1,2,9,5,1,,54,1,5,7,6,2,,,5,2,9,1,24,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,13,137,1,14,2,6,1,1,,2,2,2,1,7,7,1,9,1,,2,6,1,1,,14,1,5,17,2,4,,8,77,1,,1,13,9,8,,,18,10,3,8,,4,2,,17,8,2,18,18,22,1,1,,3,5,1,21,2,23,1,4,21,18,18,7,8
2020-07-14,,21,1,2,1,5,5,7,1,3,,4,,8,44,2,2,22,1,1,,4,19,174,1,1,4,8,4,3,,6,2,6,,,1,4,,34,12,7,2,,3,,3,20,32,3,3,3,10,6,5,17,1,,9,,11,1,8,1,27,4,28,8,5,23,4,324,2,4,4,11,11,6,1,9,7,5,8,2,1,1,,1,,2,,2,3,1,2,9,5,1,,54,1,5,7,6,2,,,5,2,9,1,25,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,13,137,1,15,2,6,1,1,,2,2,2,1,7,7,1,9,1,,2,6,1,1,,14,1,5,17,2,4,,8,77,1,,1,13,9,8,,,18,10,4,8,,4,2,,17,8,2,18,18,23,1,1,,3,5,1,21,2,23,1,4,21,20,18,7,8
2020-07-15,,21,1,2,1,5,5,7,1,3,,4,,8,44,2,2,22,1,1,,4,20,174,1,1,4,8,4,3,,7,2,6,,,1,4,,34,12,7,2,,3,,3,20,33,3,3,3,10,6,5,17,1,,9,,12,1,8,1,27,4,28,8,6,23,4,326,2,4,4,11,11,6,1,9,7,5,8,2,1,2,,1,,2,,2,3,1,2,9,5,1,,54,1,5,7,6,2,,,5,2,9,1,25,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,13,137,1,15,2,6,2,1,,2,2,2,1,7,7,1,11,1,,2,6,1,1,,14,1,5,17,2,4,,8,77,1,,1,13,9,8,,,18,10,4,8,,4,2,,17,8,2,18,18,24,1,1,,3,5,1,21,2,23,1,4,21,26,18,7,9
2020-07-16,,21,1,2,1,5,5,7,1,3,,4,,8,44,2,2,22,1,1,,4,21,174,1,1,4,9,4,3,,8,2,6,,,1,4,,35,12,7,2,,3,,3,20,34,3,3,3,10,6,5,17,1,,9,,12,1,9,1,27,4,28,8,6,23,4,327,2,4,4,11,12,6,1,9,7,5,8,2,1,2,,1,,2,,2,3,1,2,9,5,1,,54,1,5,7,6,2,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,13,137,1,15,2,6,2,1,,2,2,2,1,7,7,1,11,1,,2,6,1,1,,14,1,5,17,2,4,,8,78,1,,1,13,9,8,,,18,10,4,8,,4,2,,17,8,2,18,19,24,1,1,,3,5,1,21,2,23,1,4,21,32,18,7,11
2020-07-17,,21,1,2,1,5,5,7,1,3,,4,,8,44,2,2,25,1,1,,4,21,174,1,1,4,9,4,3,,10,2,6,,,1,4,,35,12,7,2,,3,,3,20,37,3,3,3,11,6,5,17,1,,9,,12,1,9,1,29,4,28,8,6,23,4,331,2,4,4,11,12,6,1,9,7,5,8,2,1,2,,1,,2,,2,3,1,2,9,5,1,,54,1,5,7,6,2,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,137,1,15,3,6,3,1,,2,2,2,1,7,7,1,11,1,,2,6,1,1,,14,1,5,17,2,4,,8,79,1,,1,13,9,8,,,18,10,4,8,,4,2,,18,8,2,18,19,24,1,1,,3,5,1,21,2,23,1,4,21,33,19,8,12
2020-07-18,,21,1,2,1,5,5,7,1,3,,4,,8,44,2,2,25,1,1,,4,21,174,1,1,4,9,4,3,,10,2,6,,,1,4,,35,12,7,2,,3,,3,20,38,3,3,3,11,6,6,17,1,,9,,12,1,9,1,29,4,28,8,6,23,4,331,2,4,4,11,12,6,1,9,7,5,8,2,1,2,,1,,2,,2,3,1,2,9,5,1,,54,1,5,7,6,2,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,137,1,15,5,6,3,1,,2,2,2,2,7,7,1,11,1,,2,6,1,1,,14,1,5,17,2,4,,8,79,1,,1,13,9,8,,,18,10,4,8,,4,2,,18,8,2,18,19,24,1,1,,3,5,1,21,2,23,1,4,21,33,19,9,12
2020-07-19,,21,1,2,1,5,5,7,1,3,,4,,8,44,2,2,25,1,1,,4,21,174,1,1,4,9,4,3,,10,2,6,,,1,4,,35,12,7,2,,3,,3,20,38,3,3,3,11,6,6,17,1,,9,,12,1,9,1,29,4,28,8,6,23,4,333,2,4,4,11,12,6,1,9,7,5,8,2,1,2,,1,,2,,2,3,1,2,9,5,1,,54,1,5,7,6,2,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,137,1,15,5,6,3,1,,2,2,2,2,7,7,1,12,1,,2,6,1,1,,14,2,5,17,3,4,,8,79,1,,1,13,9,8,,,18,10,4,8,,4,2,,18,8,2,18,19,24,1,1,,3,5,1,21,2,23,1,4,21,35,19,9,12
2020-07-20,,21,1,2,1,5,5,7,1,3,,4,,8,44,2,2,26,1,1,,4,21,174,1,1,4,9,4,3,,10,2,6,,,1,4,,35,12,7,2,,3,,3,20,39,3,4,3,12,6,6,17,1,,9,,12,1,9,1,29,4,28,8,6,23,4,335,2,4,4,11,12,6,1,9,7,5,8,2,1,2,,1,,2,,2,3,1,2,9,5,1,,54,1,5,7,6,2,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,137,1,15,5,6,3,1,,3,2,2,2,7,8,1,12,1,,2,6,2,1,,14,2,5,17,3,4,,8,79,1,,1,14,9,8,,,18,10,4,8,,4,2,,18,8,2,19,20,24,1,1,,3,5,1,21,2,23,1,4,21,45,19,11,12
2020-07-21,,21,1,2,1,5,5,7,1,3,,4,,9,44,2,2,30,1,1,,4,22,174,1,1,4,9,4,3,,10,2,6,,,1,4,,35,12,7,2,,3,,3,20,40,3,4,3,12,6,8,17,1,,9,,12,1,9,1,31,4,28,8,6,25,4,339,2,4,4,11,12,6,1,9,7,5,8,2,1,2,,1,,2,,2,3,1,2,9,5,1,,54,1,5,7,6,2,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,137,1,15,5,6,3,1,,3,3,2,2,7,8,1,12,1,,2,6,2,1,,14,2,5,17,3,4,,8,79,1,,1,14,9,8,,,19,10,4,8,,4,2,,18,8,2,19,21,24,1,3,,3,5,1,21,2,23,1,4,21,51,20,11,12
2020-07-22,,21,1,2,1,5,5,7,1,3,1,5,,9,44,2,2,30,1,1,,4,23,174,1,1,4,9,4,3,,10,2,6,,,1,4,,35,12,7,2,,3,,3,21,40,3,5,3,13,6,8,18,1,,9,,12,1,9,1,31,4,28,8,6,27,4,344,2,4,4,11,12,6,1,9,7,5,8,2,1,2,,1,,2,,2,3,1,2,9,5,1,,54,1,5,7,6,2,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,137,1,15,5,6,3,1,,3,3,2,2,7,8,1,12,1,,2,6,2,1,,14,2,5,18,3,4,,8,79,1,,1,14,9,8,,,20,10,4,8,,4,2,,18,8,2,19,22,24,1,3,,3,5,1,21,2,23,1,4,21,61,20,11,12
2020-07-23,,22,1,2,1,5,5,7,1,3,1,5,,11,45,2,2,31,1,1,,4,24,174,1,1,4,9,4,3,,12,2,6,,,1,4,,35,12,7,2,,3,,3,21,40,3,5,3,13,6,8,18,1,,9,,12,1,9,1,31,4,28,8,6,28,4,348,2,5,4,11,12,6,1,9,7,5,8,2,1,2,,1,,2,,2,3,1,2,9,5,1,,55,1,5,7,6,2,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,137,1,15,5,6,3,1,,3,3,2,2,7,8,1,12,1,,2,6,2,1,,14,2,5,18,3,4,,8,79,1,1,1,14,9,8,,,20,10,4,8,,4,2,,18,8,2,19,23,24,1,3,,3,5,1,21,2,23,1,4,21,61,20,13,12
2020-07-24,,22,1,2,1,5,5,8,1,3,1,5,,13,45,2,2,32,1,1,,4,24,174,1,1,4,10,4,3,,12,2,7,,,1,4,,35,12,7,2,,3,,3,21,42,3,5,3,13,6,9,18,1,,9,,12,1,9,1,31,4,28,8,6,29,4,349,2,5,4,11,12,6,1,9,7,5,8,2,1,2,,1,,2,,2,3,1,2,9,5,1,,55,1,5,7,6,2,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,137,1,15,5,6,3,1,,3,3,2,2,7,8,1,12,1,,2,6,2,1,,14,2,5,19,3,4,,8,79,1,1,1,14,9,8,,,20,10,4,8,,4,2,1,18,9,2,19,23,24,1,3,,3,5,1,21,2,23,1,4,21,61,20,13,12
2020-07-25,,22,1,2,1,5,5,8,1,3,1,5,,13,45,2,2,32,1,1,,4,24,174,1,1,4,11,4,3,,12,2,7,,,1,4,,35,12,7,2,,3,,3,21,42,3,5,3,13,6,9,18,1,,9,,13,1,9,1,31,4,28,8,6,29,4,349,2,5,4,11,12,6,1,9,7,5,8,2,1,2,,1,,2,,2,3,1,2,9,5,1,,55,1,5,7,6,2,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,137,1,15,5,6,3,1,,3,3,2,2,7,8,1,12,1,,2,6,2,1,,14,2,5,19,3,4,,8,79,1,1,1,14,9,8,,,20,10,4,8,,4,2,1,18,9,2,19,23,24,1,3,,3,5,1,21,2,23,1,4,21,74,21,13,12
2020-07-26,,22,1,2,1,5,5,8,1,3,1,5,,13,45,2,2,32,1,1,,4,24,174,1,1,4,11,4,3,,12,2,7,,,1,4,,35,12,7,2,,3,,3,21,42,3,5,3,13,6,9,18,1,1,9,,14,1,9,1,31,4,28,8,6,29,4,350,2,7,4,11,12,6,1,9,7,5,8,2,1,2,,1,,2,,2,3,1,2,9,5,1,,55,1,5,7,6,2,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,137,1,15,5,6,3,1,,3,3,2,2,7,8,1,12,1,,2,6,2,1,,14,2,5,19,3,4,,8,79,1,1,1,14,9,8,,,20,10,4,8,,4,2,1,18,9,2,19,23,24,1,3,,3,5,1,21,2,23,1,4,21,74,21,13,12
2020-07-27,,23,1,2,1,5,5,8,1,3,1,5,,13,47,2,2,32,1,1,,4,24,174,1,1,4,11,4,3,,12,2,7,,,2,4,,35,12,7,2,,3,,3,22,42,3,5,3,13,6,9,18,2,1,9,,14,1,9,1,31,4,28,8,6,29,4,352,2,7,4,11,12,6,1,9,7,5,8,2,1,2,,1,,2,,2,3,1,2,9,5,2,,55,1,5,7,6,2,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,137,1,15,5,6,3,1,,3,3,2,2,7,8,1,12,1,,2,6,2,1,,14,2,5,19,3,4,,8,79,1,1,1,14,9,8,,,20,10,4,8,,4,2,4,18,9,2,19,24,24,1,3,,3,5,1,21,2,23,1,4,21,75,21,13,12
2020-07-28,,24,1,2,1,5,5,8,1,3,1,5,,13,47,2,2,32,1,2,,4,24,174,1,1,4,11,4,3,,12,2,7,,,2,4,,35,12,7,2,,3,,3,22,42,3,5,3,13,6,10,19,2,1,9,,14,1,10,1,31,4,28,8,6,29,4,353,2,7,4,11,12,6,1,9,7,5,9,2,1,2,,1,,2,,2,3,1,2,9,5,2,,55,1,5,7,6,2,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,137,1,15,5,6,3,1,,3,4,2,2,7,8,1,13,1,,2,6,2,1,,14,2,5,19,3,4,,9,79,1,1,1,14,9,8,,,20,10,4,8,,4,2,4,18,10,2,19,24,25,1,3,,3,5,1,21,2,23,1,4,21,77,21,13,12
2020-07-29,,24,1,2,1,5,5,8,1,3,1,5,,14,52,2,2,32,1,2,,4,24,174,1,1,4,11,4,3,,12,2,7,,,3,4,,35,12,7,2,,3,,3,22,42,3,5,3,13,6,10,19,2,1,9,,14,1,10,2,31,4,28,8,6,30,5,357,3,7,4,11,12,6,1,9,7,5,10,2,1,2,,1,,2,,2,3,1,2,9,5,3,,55,1,5,7,6,2,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,137,1,15,5,6,3,1,,3,4,2,2,7,8,1,14,1,,2,6,2,1,,14,2,5,19,3,4,,9,79,1,1,1,15,10,8,,,20,10,4,8,,4,2,4,19,12,2,19,24,25,1,3,,3,5,1,21,2,23,1,4,21,78,21,13,12
2020-07-30,,24,1,2,1,5,5,8,1,3,1,5,,15,55,2,2,32,1,2,,4,24,174,1,1,4,11,4,3,,12,2,7,,,3,4,,35,12,7,2,,3,,3,22,43,3,5,3,13,6,10,19,2,1,9,,14,1,10,2,31,4,28,8,6,30,5,359,4,7,4,11,12,6,1,9,7,5,10,2,1,2,,1,,2,,2,3,1,2,9,5,3,,55,1,5,7,6,2,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,138,1,15,5,6,3,1,,3,4,2,2,7,8,1,14,1,,2,6,2,1,,15,2,5,19,3,4,,9,79,1,1,1,15,13,8,,,20,10,4,8,,4,2,4,19,15,2,19,24,25,1,3,,3,5,1,21,2,23,1,4,21,78,22,13,12
2020-07-31,,24,1,2,2,5,5,8,1,3,1,5,,15,56,2,2,32,1,2,,4,24,174,1,1,4,11,4,3,,12,2,7,,,3,4,,35,12,7,2,,3,,3,22,45,3,5,3,13,6,10,19,2,2,9,,14,1,10,2,32,5,28,8,6,30,5,361,4,7,4,11,12,6,1,9,7,5,11,2,1,2,,1,,2,,2,3,1,2,9,5,3,,56,1,5,7,6,2,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,138,1,15,5,6,3,1,,3,4,2,2,7,8,1,14,1,,2,6,2,1,,15,2,5,19,3,4,,9,79,1,1,1,15,14,8,,,20,10,4,8,,4,2,4,19,15,2,19,24,25,1,3,,3,5,1,21,2,24,1,4,22,78,22,14,12
2020-08-01,,24,1,2,2,5,5,8,1,3,1,5,,16,56,2,2,32,1,2,,4,24,175,1,2,4,11,4,3,,12,2,7,,,3,4,,35,12,7,2,,3,,3,22,47,3,5,3,13,6,10,20,2,2,9,,14,1,10,2,32,5,28,8,6,31,5,362,4,7,4,11,12,6,1,9,7,5,11,2,1,2,,1,,2,,2,3,1,2,9,5,3,,56,1,5,7,6,2,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,138,1,15,5,6,3,1,,3,4,2,2,7,8,1,14,1,,2,6,2,1,,15,2,5,19,3,4,,9,79,1,1,1,15,14,8,,,20,10,4,8,,4,2,4,19,15,2,19,24,25,1,3,,3,5,1,21,2,24,1,4,22,78,23,14,12
2020-08-02,,24,1,2,2,5,5,8,1,3,1,5,,16,56,2,2,32,1,2,,4,24,175,1,2,4,11,4,3,,12,2,7,,,3,4,,35,12,7,2,,3,,3,22,47,3,5,3,13,6,10,20,2,2,9,,14,1,10,2,32,5,28,8,6,31,5,362,4,7,4,11,12,6,1,9,7,5,11,2,1,2,,1,,2,,2,3,1,2,9,5,3,,56,1,5,7,6,2,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,138,1,15,5,6,3,1,,3,4,2,2,7,8,1,14,1,,2,6,2,1,,15,2,5,19,3,4,,9,79,1,1,1,15,14,8,,,20,10,4,8,,4,2,4,19,15,2,19,24,25,1,3,,3,5,1,21,2,25,1,4,22,78,23,14,12
2020-08-03,,24,1,2,2,5,5,8,1,3,1,5,,16,56,2,2,35,1,2,,4,24,175,1,2,4,11,4,3,,12,2,7,,,3,4,,35,12,7,2,,3,,3,22,48,3,5,3,13,6,10,20,2,2,9,,14,1,10,3,32,5,28,8,6,31,5,363,4,7,4,11,12,6,1,9,7,5,11,2,1,2,,1,,2,,2,3,1,2,9,5,3,,56,1,5,7,6,2,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,138,1,15,5,6,3,1,,3,4,2,2,7,8,1,14,1,,2,6,2,1,,15,2,5,19,3,4,,9,79,1,1,1,15,14,8,,,20,10,4,8,,4,2,4,19,15,2,19,24,25,1,3,,3,5,1,21,2,25,1,4,22,81,23,14,12
2020-08-04,,25,1,2,2,5,5,8,1,3,2,5,,17,57,2,2,36,1,2,,4,24,178,1,2,4,11,4,3,,12,2,7,,,3,4,,35,12,7,2,,3,,3,22,50,3,5,3,13,7,10,20,2,2,9,,14,1,10,3,32,5,28,9,6,31,5,365,4,7,4,11,12,6,1,9,7,5,11,2,1,2,,1,,2,,2,3,1,2,9,5,3,,56,1,5,7,6,3,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,138,1,15,5,6,3,1,,3,4,2,2,7,8,1,14,1,,2,6,2,1,,15,2,5,20,3,4,,9,79,1,1,1,15,14,8,,,20,10,4,8,,4,2,4,19,15,2,19,25,25,1,3,,3,5,1,21,2,25,1,4,23,81,23,14,12
2020-08-05,,26,1,2,2,5,5,8,1,3,2,5,,17,57,2,2,36,1,2,,4,24,178,1,3,4,11,4,3,,12,2,7,,,3,4,,36,12,7,2,,3,,3,22,51,3,5,3,13,7,10,20,2,2,9,,14,1,10,3,34,5,28,9,6,31,5,370,4,7,4,11,12,6,1,9,7,5,11,2,1,2,1,1,,2,,2,3,1,2,9,5,3,,56,1,5,7,6,3,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,138,1,15,5,6,3,1,,3,4,2,2,7,8,1,14,1,,2,6,2,1,,15,2,5,20,3,4,,9,79,1,1,1,15,14,8,,,20,10,4,8,,4,2,4,19,15,3,19,25,25,1,3,,3,5,1,21,2,25,1,4,23,82,23,15,12
2020-08-06,,28,1,2,2,5,5,8,1,3,2,5,,17,57,2,2,37,1,2,,4,24,178,1,3,4,11,4,3,,12,2,7,,,3,4,,36,12,7,2,,3,,3,22,51,3,5,3,13,7,10,20,2,2,9,,14,1,10,3,34,6,28,9,7,31,5,372,4,7,4,11,12,6,1,9,7,5,11,2,1,2,3,1,,2,,2,3,1,2,9,5,3,,56,1,5,7,6,3,,,5,2,9,1,26,,2,8,,,,,,,11,3,,3,1,1,1,,,3,2,1,14,138,1,15,5,6,3,1,,3,4,2,2,7,8,1,14,1,,2,6,2,1,,15,2,5,21,3,4,,9,79,1,1,1,15,14,8,,,20,10,4,8,,4,2,4,19,15,3,19,25,25,1,3,,3,5,1,21,2,25,1,4,23,82,23,15,12
2020-08-07,,28,1,2,2,5,5,9,1,3,3,5,,17,57,2,2,40,1,2,,4,24,178,1,3,4,11,4,3,,12,2,7,,,3,4,,36,12,7,2,,3,,3,22,51,3,5,3,13,7,10,20,2,2,9,,14,1,10,3,34,7,28,9,7,31,5,374,4,7,4,11,12,6,1,9,7,5,11,2,1,2,3,1,,2,,2,3,1,2,9,5,3,,56,1,5,7,6,3,,,5,2,9,1,26,,2,8,,,,1,,,11,3,,3,1,1,1,,,3,2,1,14,138,1,15,5,6,3,1,,3,4,2,2,7,8,1,14,1,,2,6,2,1,,15,2,5,21,3,4,,9,79,1,1,1,16,14,8,,,20,10,4,8,,4,2,4,19,15,4,19,25,25,1,4,,3,5,1,21,2,26,1,4,24,82,23,15,12
2020-08-08,,28,1,2,2,5,5,9,1,3,3,5,,17,57,2,2,40,1,2,,4,24,178,1,3,4,11,4,3,,12,2,7,,,3,4,,36,12,7,2,,3,,3,22,51,3,5,3,13,7,10,20,2,2,9,,14,1,10,3,34,7,28,9,7,31,5,374,4,7,4,11,12,6,1,9,7,5,11,2,1,2,3,1,,2,,2,3,1,2,9,5,3,,56,1,5,7,6,3,,,5,2,9,1,26,,2,8,,,,1,,,11,3,,3,1,1,1,,,3,2,1,14,138,1,15,5,6,3,1,,3,4,2,2,7,8,1,14,1,,2,6,2,1,,15,2,5,21,3,4,,9,79,1,1,1,16,14,8,,,20,11,4,8,,4,2,4,19,15,4,19,25,25,1,4,,3,6,1,21,2,26,1,4,24,82,23,15,12
